overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"08 22, 2014",A9VE14G2BW0V3,B00I4BGNVM,Ryan N,"So, I had this feeling inside me that said ""don't waste your money on this POS game!""  I should have listened.  So far I have wasted 3 months and 100 dollars in data fees trying to download this piece of garbage.  I would normally give the product a rating but since they sold me a defective product all I can do is rate my experience.  And since they offer ZERO customer support and won't refund me monthly fee for 3 months and cost of a POS game that I never even been able to play, I would say stay the F*** away from this POS download version.  I had high hopes for this game and they all have crashed to the ground since I can't even play.  Every time I download the game after 4-6 days of constant downloading, I get this message that says game must be repaired, then it runs a repair on the whole file and verifies files and then instantly deletes my whole folder and starts downloading fresh from the beginning.  4 times this has happened to me and right now I have spent a total of around 175 dollars on a game that I haven't been able to even play.  F*** Bethesda, F*** Zenimax, I will never purchase software from these ripoff artist a**holes ever again!  You shouldn't either, unless you want to waste your time on money on nothing.",Total piece of garbage!,1408665600,,,
1.0,True,"02 26, 2014",AHWABDNAYD8MG,B00004YRQ9,John Doe,"This controller didn't work properly almost from the get go.  Terrible... and I am writing a review very late, because I do not use this rating system.  It's not worth it.",Not worth it...,1393372800,,,
1.0,True,"12 13, 2016",A99JGVHFSQ2JO,B0056G1TNK,Siobhanelf,gift,didnt buy for me,1481587200,,"{'Edition:': ' Drobot, Flameslinger, Stump Smash'}",
1.0,True,"05 22, 2016",A1GI059CNTMWZX,B00J48MUS4,Gabriel,terrible game,stay away,1463875200,,{'Format:': ' Video Game'},
1.0,True,"05 4, 2015",ATBR7F7455PTZ,B0024ZT3XO,chris,This cable broke on me recently despite me taking good care of it. I will need to find a different brand to buy a 3ds USB charging cable from.,Broke on me recently. Unreliable cable,1430697600,,"{'Color:': ' Black', 'Package Quantity:': ' 1'}",
1.0,True,"05 4, 2016",A1B8PKOY6703AW,B00008DHLV,GEORGE,This newer model of the action replay has no custom functions or even code entry. It can only use what's pre programmed on it and nothing else.,LIMITED FUNCTIONS!,1462320000,,,
1.0,False,"05 7, 2002",A3WIOO9L0DNGZ,B00005ML10,Kevin Major,"It's obvious from the opening sequence that a lot of effort went into this game.  The graphics and music are top notch.  Unfortunately, the game focuses entirely on the eye and ear candy instead of gameplay and story.  It is, in essence, a horrible, horrible movie.
The Metal Gear franchise has never been known for believible plots, but MSG2 takes this to a whole new level.  Like always, there's a huge governmental conspiracy, this time engineered by people that supposedly died 500 years ago.  Riiiggghhht.
What's even more infuriating is the fact that MSG2 is really only a side-story.  Those of you looking forward to playing as Solid Snake again will be sorely disappointed.  Instead, his efemminate counterpart, Raiden, takes center stage.  He's the typical anime adrogenous hero, all pasty skin and long hair.  His story is not compelling in the least, and the setup to the climax is, in a word, stupid.  Anyone with half a brain will quickly see where he fits in the Metal Gear universe.
To make matters worse, all of the ""plot twists"" in the game merely serve to create un-needed confusion, and seem incredibly out of place in the middle of a conflict.  Otacon's story just reeks of a soap opera cliche.
The enemies in the game all have their own repetoire of abilities, and are all portrayed as two-dimensional, melodramatic [fools].  They look neat and flashy, but never seem dangerous.  Instead, they seem rather comical, which eradicates any sense of true drama.  I know I'm not afraid of some guy that Rollerblades while placing bombs everywhere.
The voice acting is once again horrible.  Like in the previous game, emotion is handled via melodrama.  The voices range from growly to whiney, with no middle ground.  They neither endear me to the heroes, nor do they make me fear the villains.
Finally, there is the gameplay.  The gameplay, like in the original, is great.  Unfortunately, the game hardly lets you play.  The plot moves through a series of cutscenes.  You find out where to go, go there, see a cutscene of the enemy, kill the enemy, then watch another cutscene.  Repeat until you finish the game.
In a phrase, this game is not a game.  It's a horrible interactive movie.  Don't waste your money or your time.",This Metal Gear is not solid,1020729600,4,{'Format:': ' Video Game'},
1.0,True,"01 5, 2015",A32M3Y40STA8Y4,B003VAHYQY,Jeff T. Munn,"Call me crazy, but it seems to me that when someone sells a 360 degree controller, that controller should, in theory, be capable of 360 degree movement. Not so with this piece of junk.

I'm currently using this to play Final Fantasy VIII on my PS emulator. There are enormous dead zones on the analog stick. It can register UP, UP/LEFT, LEFT, LEFT/DOWN, DOWN, DOWN/RIGHT, RIGHT, UP/RIGHT. That's it. 8 directions. No better than a d-pad dressed up as an analog stick. Apparently, Logitech is fully aware of this and refuses to fix it. Failure of a product, and borderline false advertising.",HUGE Dead Zones,1420416000,2,,
1.0,True,"08 8, 2016",ALD0T2FJKOGEJ,B00009ZKWE,Clint,"Sega products that this is supposed to be for (Sega Genesis model 2, 32X, Game Gear, Nomad) are rated for 10 Volts DC 850ma.  After seeing some of the other negative reviews about how their Game Gears got fried, I measured this with my volt meter before using as a precaution, and it outputs over 16.6 Volts.  I see why people are getting their consoles fried now.  Returned for a refund, I am not going to risk frying my 32X.","Outputs the wrong voltage, measure with volt meter before using.",1470614400,11,{'Size:': ' 3.75in. x 3.75in. x 2.25in.'},['https://images-na.ssl-images-amazon.com/images/I/71xewq1Ru4L._SY88.jpg']
1.0,True,"01 14, 2015",A5I8VIRLT95G1,B00DC9SWWE,louis reyes,disapointed that online gameplay only,One Star,1421193600,,{'Format:': ' Video Game'},
1.0,True,"11 19, 2015",A2SERF911AD7S6,B0017HIIWW,Amazon Customer,"maybe i'm stupid, but i had trouble getting to the game to actually play. I never really got to proceed because i couldn't figure out what the goal was. Horrible i never play it.","maybe i'm stupid, but i had trouble getting to the game ...",1447891200,,{'Platform:': ' Nintendo Wii'},
1.0,False,"03 21, 2017",A3QZNLIMSM9RCQ,B01GW3NY5Q,LCA76,"Against my better judgement not just in light of the poor reviews but red flags throughout the development of this game I picked up Andromeda today because of my love of the original trilogy.  Yes, the ME3 ending was awful but the rest of the series was a lot of fun and I thought there is no way the quality of the series could have fallen so far... I couldn't have been more wrong.  I truly believer my 1 star review of this game is more than justified because it is quite simply a terrible game.

First, this doesn't feel like a current gen title - in fact I found the character animations in ME 1 while lower in polygons much more believable.  Same goes for the voice acting which isn't even in the same league as the original trilogy and neither is the story.  These three things alone make one not care to see what happens next.  And yes, the character animations really are that bad.  At the same time I really don't like the gameplay mechanics at all, running, shooting, jumping just don't feel very polished and I would gladly take ME3 multiplayer over whatever they have right now which isn't fun at all.  In fact not having fun is how I feel about everything with this game.

If anything I would argue that this game and Breath of the Wild launching so close to each other show that you can spend all your budge on higher resolutions graphics and get nothing for it.  Honestly, I don't think the Mass Effect series will recover from this. Highly recommend purchasing absolutely anything else this week.",Worst in the series (by a mile),1490054400,14,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,False,"02 27, 2015",A1ZR8AIM298DFT,B00PB9LZQI,Edward Nigma,Just terrible. This pales in comparison to the CD-i series. Nintendo needs to just close down. No need to remake a 15+ year old game that sucks.,SMH,1424995200,5,"{'Edition:': ' Standard', 'Platform:': ' Nintendo 3DS'}",
1.0,False,"04 14, 2012",A374I40BQAHAB6,B00JAPIXX2,TheGeek,The game is sold as a sexy game but when actually played it turns around and literally preaches to you. The disturbing use of sheep I believe is supposed to be symbolic of lost sheep suffering in hell.  The end ok each level after cube building you way out of hell at the top is a church and you have to go in the confessional to end the level. The game play is your character playing a boring repetitive cube puzzle game were each level is the same only you have to go faster. And there is no playoff for all the sexual teasing the game try's to pull you in with at the beginning. It a complete fail in every way boring game play. Preachy bait and switch advertising and a complete waste of money.,Junk,1334361600,5,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
